,genres
89755,"Action, rpg"
89756,Action
89757,"Action, rpg"
89758,"Free to play, massively multiplayer, rpg"
89759,"Free to play, massively multiplayer, rpg"
89760,"Action, indie"
89762,Action
89763,Action
89764,Action
89765,"Action, free to play"
89766,"Action, rpg"
89767,"Racing, sports"
89768,Action
89769,Rpg
89770,"Indie, simulation, sports, strategy"
89771,Simulation
89773,"Racing, sports"
89774,"Casual, simulation"
89775,Strategy
89776,"Action, indie"
89777,"Adventure, casual, indie"
89778,"Action, indie"
89779,Action
89780,"Action, indie"
89781,Adventure
89782,"Adventure, indie"
89783,Action
89784,Strategy
89785,Strategy
89786,"Racing, sports"
89787,"Action, free to play"
89788,"Adventure, indie, rpg, strategy"
89789,"Action, strategy"
89790,"Action, indie, strategy"
89791,"Action, adventure, indie"
89792,"Action, indie, strategy"
89793,Strategy
89794,"Adventure, indie, rpg"
89795,"Indie, strategy"
89796,Strategy
89797,Action
89798,Simulation
89799,"Action, adventure"
89800,Simulation
89801,"Action, free to play, massively multiplayer, simulation"
89802,"Action, free to play, massively multiplayer, simulation"
89803,"Action, free to play, massively multiplayer, simulation"
89805,Action
89806,"Indie, simulation, sports, strategy"
89808,Simulation
89809,Indie
89810,Action
89812,"Casual, strategy"
89813,Simulation
89814,Simulation
89815,Simulation
89816,"Simulation, strategy"
89817,Simulation
89818,"Adventure, casual, indie"
89820,"Action, rpg, strategy"
89822,Strategy
89823,Strategy
89824,Strategy
89826,"Action, adventure, casual, indie"
89827,"Indie, rpg"
89832,Strategy
89833,"Action, adventure"
89834,"Action, adventure, casual"
89837,Simulation
89838,Strategy
89841,"Indie, strategy"
89842,"Simulation, strategy"
89844,"Indie, strategy"
89845,"Action, indie"
89846,Simulation
89847,"Action, adventure"
89848,Simulation
89849,Action
89850,Strategy
89851,"Action, adventure"
89852,"Action, adventure"
89854,"Casual, strategy"
89855,"Action, adventure, casual"
89856,"Action, indie, strategy"
89857,"Indie, simulation, strategy"
89858,Strategy
89859,Strategy
89860,"Action, indie"
89861,"Adventure, indie"
89865,"Action, indie"
89868,Simulation
89870,Simulation
89871,"Casual, indie, simulation, strategy"
89872,"Action, strategy"
89873,"Action, strategy"
89874,"Action, strategy"
89875,"Action, strategy"
89876,"Action, strategy"
89877,"Action, strategy"
89878,"Action, strategy"
89879,"Action, strategy"
89882,"Action, rpg"
89883,"Action, rpg"
89884,"Action, rpg"
89885,"Action, rpg"
89886,"Action, rpg"
89887,"Action, rpg"
89888,"Action, rpg"
89889,"Action, adventure, indie"
89890,"Adventure, indie"
89891,"Adventure, casual"
89892,"Indie, rpg, strategy"
89893,Simulation
89894,"Action, indie, strategy"
89895,Simulation
89896,"Action, adventure"
89897,Strategy
89899,Simulation
89900,"Action, free to play, massively multiplayer, rpg"
89902,"Racing, simulation, sports"
89912,Simulation
89914,"Casual, indie, strategy"
89915,"Adventure, casual, indie"
89916,Simulation
89917,"Adventure, indie"
89918,"Action, adventure, casual, indie"
89919,Simulation
89920,"Simulation, strategy"
89921,"Indie, simulation"
89923,"Action, indie"
89924,"Action, adventure, indie"
89925,"Action, adventure"
89927,"Action, adventure, indie"
89929,"Action, racing, simulation, sports"
89930,"Simulation, strategy"
89931,Action
89933,"Action, strategy"
89934,"Simulation, strategy"
89935,Strategy
89936,Strategy
89937,"Action, adventure, casual, strategy"
89939,Action
89940,"Action, indie"
89941,Action
89942,Action
89943,Action
89944,Action
89945,Action
89946,Strategy
89947,Action
89948,Action
89949,Simulation
89950,Action
89951,"Action, adventure"
89952,"Action, indie"
89953,"Casual, simulation"
89954,"Casual, simulation"
89955,"Casual, simulation"
89956,Simulation
89958,"Free to play, indie, simulation, sports, early access"
89959,"Adventure, indie"
89960,"Indie, simulation, sports, strategy"
89961,Action
89962,"Casual, indie"
89963,Adventure
89965,"Simulation, strategy"
89967,"Adventure, indie"
89968,"Casual, indie, simulation"
89969,"Casual, indie"
89970,"Action, indie"
89971,Simulation
89973,Simulation
89974,"Adventure, indie"
89975,"Action, indie"
89976,"Simulation, strategy"
89977,Adventure
89978,"Action, adventure, indie"
89979,"Action, adventure, rpg, simulation, strategy"
89980,Adventure
89981,"Adventure, indie"
89982,"Adventure, indie"
89983,"Action, rpg"
89984,"Action, adventure, indie"
89985,"Action, indie"
89986,"Action, indie, rpg"
89987,"Action, adventure, indie"
89990,"Action, adventure"
89991,"Action, adventure, indie"
89992,"Action, adventure"
89993,"Action, adventure"
89994,"Action, adventure"
89995,Action
89996,"Action, adventure"
89998,Strategy
89999,"Action, rpg, simulation"
90000,"Casual, indie"
90001,"Casual, indie"
90002,"Casual, indie"
90003,"Casual, indie"
90004,"Casual, indie"
90005,"Casual, indie"
90006,"Casual, indie"
90007,"Casual, indie"
90008,"Action, indie"
90009,Action
90010,"Casual, strategy"
90011,"Action, indie"
90012,"Casual, indie"
90014,Strategy
90015,"Adventure, casual, indie, rpg, strategy"
90017,"Adventure, casual, indie, rpg, strategy"
90018,"Adventure, casual, indie, rpg, strategy"
90019,"Simulation, strategy"
90020,"Action, indie, rpg"
90021,"Indie, rpg, simulation, strategy"
90022,"Indie, rpg, simulation, early access"
90024,"Action, indie, strategy"
90027,"Action, indie, racing"
90028,Action
90029,Strategy
90030,"Action, adventure"
90031,"Free to play, simulation"
90032,"Free to play, simulation"
90033,"Free to play, simulation"
90034,"Free to play, simulation"
90041,"Adventure, indie, rpg"
90042,Strategy
90043,Strategy
90045,"Action, adventure, casual, indie"
90047,"Action, indie, strategy"
90048,Simulation
90049,"Rpg, simulation, strategy"
90052,"Action, indie, rpg, early access"
90055,"Casual, simulation"
90059,"Casual, simulation"
90060,"Action, indie, rpg"
90062,"Action, adventure"
90063,"Action, adventure"
90064,"Action, adventure"
90065,"Action, adventure"
90066,"Action, indie"
90068,"Adventure, indie"
90070,"Action, adventure"
90072,"Animation &amp; modeling, design &amp; illustration, education, software training, utilities"
90073,"Action, adventure"
90074,"Action, indie"
90075,Indie
90076,"Action, strategy"
90077,"Adventure, casual, indie"
90078,Simulation
90079,Simulation
90080,"Action, indie"
90082,Adventure
90084,"Action, adventure"
90086,Simulation
90087,"Adventure, indie"
90088,Adventure
90089,Adventure
90091,Casual
90092,"Action, adventure"
90093,"Indie, simulation, strategy, early access"
90102,Simulation
90104,Adventure
90105,"Action, adventure, indie"
90106,"Adventure, indie"
90108,"Casual, indie"
90109,"Indie, strategy"
90110,"Action, adventure, free to play, massively multiplayer, rpg"
90111,"Animation &amp; modeling, education, utilities, web publishing"
90112,"Action, indie"
90113,"Action, adventure, indie, rpg"
90115,"Action, indie, sports"
90116,Indie
90118,"Casual, simulation"
90119,"Adventure, free to play, indie, massively multiplayer, rpg, strategy"
90120,"Casual, simulation"
90121,"Indie, simulation"
90122,"Action, adventure"
90124,"Action, indie, strategy"
90125,"Action, adventure, rpg"
90127,"Action, indie, strategy"
90128,Strategy
90129,"Adventure, indie, rpg"
90130,Action
90131,"Action, adventure"
90136,"Casual, indie"
90137,"Action, rpg"
90139,Simulation
90140,Simulation
90141,"Action, adventure, indie"
90144,"Free to play, massively multiplayer, rpg"
90145,"Action, indie"
90148,"Casual, indie"
90149,"Casual, indie"
90150,"Casual, indie"
90151,"Casual, indie"
90152,"Casual, indie"
90154,"Casual, indie"
90160,Action
90161,"Action, adventure, indie, rpg"
90162,"Action, indie, sports"
90163,"Indie, strategy"
90164,"Action, indie, strategy"
90165,"Adventure, indie, strategy"
90166,"Action, adventure"
90167,"Action, adventure"
90168,Simulation
90169,"Action, adventure"
90170,"Indie, rpg"
90171,Action
90172,Action
90173,"Rpg, strategy"
90174,"Action, indie"
90175,"Action, adventure, free to play, indie"
90176,"Rpg, strategy"
90177,"Action, casual, indie, simulation"
90178,"Action, indie, strategy"
90179,"Action, indie"
90180,"Adventure, indie, rpg"
90181,"Action, indie"
90182,"Action, adventure, indie, massively multiplayer, rpg"
90184,"Action, indie, rpg"
90185,"Indie, massively multiplayer, strategy"
90186,"Indie, rpg"
90188,"Casual, indie, strategy"
90189,Simulation
90190,"Rpg, strategy"
90191,Strategy
90192,"Indie, strategy"
90195,"Action, adventure, indie"
90196,"Design &amp; illustration, web publishing"
90197,"Action, indie"
90199,"Action, casual, indie"
90200,"Casual, indie, rpg, strategy"
90201,"Indie, strategy"
90203,"Action, indie"
90210,"Adventure, rpg, strategy"
90211,"Education, software training"
90212,Action
90213,Casual
90214,"Rpg, strategy"
90215,"Adventure, indie"
90216,Simulation
90217,"Rpg, simulation, strategy"
90218,"Rpg, simulation, strategy"
90220,"Action, adventure, casual, racing"
90221,"Adventure, indie, rpg"
90222,"Adventure, casual, indie"
90223,Action
90224,"Adventure, casual, indie"
90225,"Adventure, casual, indie"
90232,"Indie, simulation, strategy"
90233,"Action, indie"
90237,"Casual, strategy"
90238,"Casual, strategy"
90239,"Casual, indie, strategy"
90240,"Casual, indie, strategy"
90241,"Indie, simulation"
90243,"Casual, animation &amp; modeling, audio production, utilities"
90244,Action
90245,"Indie, rpg"
90252,"Adventure, rpg"
90253,"Action, adventure"
90254,"Action, adventure"
90255,"Action, adventure"
90256,"Indie, rpg, strategy"
90257,"Indie, rpg, strategy"
90258,"Action, indie, rpg"
90260,Action
90261,Simulation
90262,"Simulation, strategy"
90263,"Indie, rpg, strategy"
90264,"Adventure, indie"
90267,"Adventure, indie"
90268,"Casual, indie, simulation, strategy"
90269,"Adventure, indie"
90270,"Action, indie"
90272,"Action, indie, rpg"
90273,"Action, casual, indie"
90275,"Action, free to play, massively multiplayer, rpg"
90276,"Animation &amp; modeling, web publishing"
90277,"Animation &amp; modeling, web publishing"
90278,"Action, free to play, massively multiplayer, rpg"
90279,"Animation &amp; modeling, web publishing"
90281,"Casual, indie, strategy"
90282,"Casual, indie"
90283,"Adventure, casual, indie, rpg, strategy"
90284,"Action, adventure, rpg"
90285,"Action, indie, simulation"
90286,"Action, adventure, indie"
90287,"Action, indie"
90289,Action
90292,Simulation
90293,"Action, indie"
90294,"Indie, simulation, strategy"
90295,"Indie, simulation, strategy"
90296,"Indie, simulation, strategy"
90297,"Indie, simulation, strategy"
90298,"Indie, simulation, strategy"
90299,"Indie, simulation, strategy"
90300,"Indie, simulation, strategy"
90301,"Indie, simulation, strategy"
90302,"Indie, simulation, strategy"
90303,"Indie, simulation, strategy"
90304,"Indie, simulation, strategy"
90305,"Adventure, free to play, indie, rpg"
90306,Casual
90307,Adventure
90308,"Casual, simulation"
90309,"Action, adventure"
90310,"Action, adventure"
90311,"Action, adventure"
90313,"Casual, simulation, strategy"
90317,"Action, adventure, indie, rpg"
90318,"Adventure, indie, rpg"
90320,"Action, racing, early access"
90322,Simulation
90323,Strategy
90324,"Adventure, casual, indie"
90325,"Action, indie"
90326,"Casual, indie, strategy, early access"
90327,Adventure
90328,Simulation
90329,"Adventure, casual"
90330,Action
90331,Strategy
90332,Rpg
90333,Strategy
90334,"Action, adventure, simulation"
90335,Action
90336,Action
90337,Action
90338,Action
90339,"Adventure, indie"
90340,"Indie, simulation"
90341,"Rpg, strategy"
90342,"Adventure, indie"
90343,"Action, indie, rpg"
90344,Adventure
90346,Action
90347,"Adventure, casual, indie, rpg"
90349,"Casual, simulation, strategy"
90350,"Adventure, casual"
90351,"Adventure, casual, indie"
90352,Simulation
90353,"Adventure, indie, rpg"
90358,"Indie, rpg, simulation, strategy"
90359,"Action, indie"
90360,"Casual, indie, strategy"
90361,Design &amp; illustration
90362,Simulation
90363,Simulation
90364,Simulation
90365,Simulation
90366,Simulation
90367,Simulation
90368,Simulation
90369,Simulation
90370,Simulation
90371,Simulation
90372,Simulation
90373,Simulation
90374,Simulation
90375,"Action, adventure, indie"
90376,"Adventure, casual"
90377,"Adventure, casual"
90378,"Adventure, casual"
90380,"Action, indie"
90381,"Casual, indie, simulation"
90382,"Adventure, casual"
90383,Adventure
90384,"Adventure, casual"
90386,"Action, casual, indie"
90387,"Adventure, rpg, strategy"
90388,"Free to play, indie, massively multiplayer, rpg"
90389,"Casual, indie"
90390,"Action, strategy"
90391,"Adventure, casual"
90392,"Action, casual, indie"
90394,"Casual, strategy"
90395,Strategy
90396,Rpg
90397,"Action, rpg"
90398,"Casual, racing"
90399,"Rpg, strategy"
90400,"Action, rpg, strategy"
90401,Strategy
90402,Strategy
90403,Strategy
90404,Strategy
90405,Strategy
90406,Strategy
90407,"Adventure, indie"
90410,Strategy
90411,"Action, casual, indie"
90412,"Action, adventure, indie"
90413,"Indie, simulation, strategy"
90414,"Adventure, casual"
90415,Racing
90416,"Action, adventure, indie, racing"
90417,Action
90418,Racing
90419,"Adventure, casual"
90420,Action
90422,"Simulation, strategy"
90423,Rpg
90424,"Rpg, simulation, strategy"
90425,"Adventure, casual"
90426,Adventure
90427,"Action, indie"
90428,Action
90429,Simulation
90431,Utilities
90432,"Adventure, indie"
90433,Action
90434,"Action, indie, early access"
90435,Simulation
90436,"Action, adventure, indie"
90438,"Indie, racing, sports"
90439,"Adventure, casual, indie"
90441,"Action, indie"
90442,"Action, indie"
90444,"Action, adventure, indie"
90450,Strategy
90451,"Adventure, indie"
90452,Indie
90453,Action
90454,Strategy
90455,"Action, indie"
90456,"Indie, simulation, strategy"
90457,Rpg
90458,"Action, free to play, indie"
90459,Rpg
90461,"Adventure, indie, rpg"
90462,"Indie, rpg, strategy"
90463,"Adventure, indie"
90464,"Adventure, indie"
90465,"Action, adventure, indie"
90466,"Casual, indie, simulation, strategy"
90468,"Action, racing, sports"
90469,"Casual, rpg"
90470,Simulation
90476,Simulation
90478,"Action, indie, strategy"
90479,"Indie, rpg, simulation, strategy"
90480,"Adventure, indie"
90481,"Adventure, casual"
90482,Casual
90483,"Adventure, indie"
90484,"Action, adventure, casual, indie"
90485,"Adventure, indie"
90486,"Action, adventure, casual, indie, rpg"
90487,"Adventure, casual, indie"
90488,"Action, adventure, indie"
90489,"Action, simulation, strategy"
90490,Adventure
90491,Adventure
90492,Casual
90493,"Adventure, casual"
90494,Strategy
90495,"Adventure, rpg, strategy"
90496,Action
90497,"Adventure, casual"
90498,"Adventure, casual"
90499,"Adventure, casual"
90500,"Action, casual, indie"
90501,Casual
90502,"Adventure, casual, indie"
90503,"Action, adventure, casual, indie"
90504,"Action, simulation, strategy"
90505,"Action, casual, indie, racing, simulation"
90506,"Casual, indie, simulation"
90507,"Adventure, casual, indie, rpg"
90508,"Casual, indie"
90509,"Action, indie, rpg"
90510,"Action, indie"
90511,"Action, free to play, indie, strategy"
90512,"Casual, rpg"
90513,"Adventure, indie, rpg"
90514,"Free to play, indie, strategy"
90515,"Free to play, indie, strategy"
90516,"Free to play, indie, strategy"
90518,"Adventure, casual, indie"
90519,"Action, adventure, indie"
90521,"Rpg, simulation, strategy"
90525,"Indie, simulation"
90526,Casual
90527,Strategy
90528,"Adventure, casual, indie"
90529,"Action, rpg, simulation"
90530,Action
90531,"Rpg, simulation, strategy"
90532,"Casual, indie"
90533,Casual
90536,"Action, casual, indie"
90538,Casual
90540,"Casual, indie, simulation, strategy"
90543,Adventure
90545,"Simulation, strategy"
90546,"Simulation, strategy"
90547,"Simulation, strategy"
90548,"Action, simulation, strategy"
90549,"Design &amp; illustration, web publishing"
90550,"Action, racing, simulation, strategy"
90551,"Action, indie, strategy"
90552,Indie
90553,"Adventure, casual, indie"
90554,"Indie, simulation"
90555,"Casual, indie, strategy"
90556,Racing
90557,"Adventure, casual"
90558,"Casual, indie, rpg, simulation"
90559,"Adventure, rpg, strategy"
90561,"Action, adventure, casual, free to play, rpg"
90562,"Indie, strategy"
90563,"Indie, simulation, strategy, early access"
90564,"Action, adventure, indie, simulation, early access"
90565,"Rpg, strategy"
90566,"Action, rpg, simulation"
90567,"Action, adventure, indie"
90568,"Casual, sports"
90569,"Action, indie"
90570,"Indie, strategy"
90571,"Adventure, rpg"
90572,"Action, indie"
90573,"Indie, strategy"
90574,"Adventure, casual"
90575,"Casual, strategy"
90577,"Adventure, indie"
90578,"Action, casual, indie"
90579,"Action, indie, massively multiplayer, rpg, simulation"
90580,"Action, indie, simulation, strategy"
90581,"Action, casual, indie"
90583,"Adventure, indie, simulation"
90584,"Action, adventure, indie"
90585,"Action, indie"
90586,Simulation
90588,Simulation
90589,Simulation
90590,"Action, adventure, indie, rpg"
90592,"Adventure, indie"
90593,Casual
90596,"Adventure, casual, indie"
90598,"Adventure, indie"
